,Cena,Približno,Neto cena,DDV,Bivalna površina,Število sob,Leto izgradnje,Vrsta ponudbe,Lokacija,Število nadstropij,Vrsta hiše (gradnja),Vrsta hiše,Neto površina,Površina parcele,Leto zadnje prenove,Opremljenost in stanje,Število parkirnih mest,Balkon / terasa / atrij,Zunanje površine in oprema,Vrsta cene,Oglas je objavljen,Do poteka še,Oglas je prikazan,Link,Šifra oglasa,Možnost menjave,Interna številka oglasa,Energetski razred
675,182.000 €,,,,"122,50 m²",,2022,Prodam,"Podravska, Ruše, Bezena",,,Samostojna,,"374,00 m²",,,,,,Skupna cena,10.06.2022. ob 10:11,do prodaje,1778 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-bezena-122.50-m2-oglas-9535066,9535066,,PE9523,Ni možno izdati
676,165.000 €,,,,"138,60 m²",10+,1966,Prodam,"Goriška, Nova Gorica, Branik",,,Ostalo,"138,60 m²","855,00 m²",,,,,,Skupna cena,10.06.2022. ob 00:16,do prodaje,848 -krat,https://www.bolha.com/nepremicnine/hisa-branik-165.000.00-oglas-9534026,9534026,,4731-H-2022,G (210+ kWh/m²a)
677,224.800 €,,,,,4,1973,Prodam,"Podravska, Maribor, Betnava",,"Zidana hiša (beton, opeka)",Samostojna,"226,30 m²","299,00 m²",1997,Popolnoma opremljeno,,"Balkon, Terasa, Atrij",,Skupna cena,09.06.2022. ob 15:39,do prodaje,2222 -krat,https://www.bolha.com/nepremicnine/samostojna-hisa-v-mariboru-ob-betnavskem-gozdu-podravska-oglas-9532498,9532498,,02351-185,
678,765.000 €,,,,"230,00 m²",,2021,Prodam,"Osrednjeslovenska, Ljubljana Center, Trnovo",,"Zidana hiša (beton, opeka)",Dvojček,"230,00 m²","480,00 m²",,Neopremljeno,,,,Skupna cena,09.06.2022. ob 00:19,do prodaje,649 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-dvojcek-ljubljana-center-trnovo-oglas-9529832,9529832,,PH22901266859195PB,
679,143.000 €,,,,"142,00 m²",,1982,Prodam,"Podravska, Slovenska Bistrica, Slovenska Bistrica",,"Zidana hiša (beton, opeka)",Samostojna,"142,00 m²","3.200,00 m²",2015,,brez pripadajočega parkirišča,,,Skupna cena,09.06.2022. ob 00:16,do prodaje,1761 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-samostojna-podravska-slovenska-bistrica-slovenska-bistr-oglas-9529728,9529728,,PH38622228PV,
680,495.000 €,,,,"125,00 m²",,1939,Prodam,"Osrednjeslovenska, Ljubljana, Medno",Dvonadstropna,,Samostojna,"226,50 m²","6.894,00 m²",1992,,,Balkon,,Skupna cena,08.06.2022. ob 15:18,do prodaje,665 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-medno-125.00-m2-oglas-9528063,9528063,,320,F (150 - 210 kWh/m²a)
681,194.000 €,,,,"120,00 m²",,2022,Prodam,"Podravska, Kidričevo, Cirkovce",,,Samostojna,,"510,00 m²",,,,,,Skupna cena,08.06.2022. ob 08:30,do prodaje,522 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-cirkovce-120.00-m2-oglas-9526429,9526429,,PE9578,Ni možno izdati
682,490.000 €,,,,,8,1975,Prodam,"Gorenjska, Bled, Bled",Večnadstropna,,Samostojna,,,,,4,,Vrt/dvorišče,Skupna cena,08.06.2022. ob 00:13,do prodaje,654 -krat,https://www.bolha.com/nepremicnine/dvostanovanjska-hisa-potencialom-oglas-9525263,9525263,,490361001-230,D (60 - 105 kWh/m²a)
683,275.000 €,,,,,5,1974,Prodam,"Podravska, Maribor, Tezno",Enonadstropna,,Samostojna,,,,,4,,Vrt/dvorišče,Skupna cena,08.06.2022. ob 00:12,do prodaje,1498 -krat,https://www.bolha.com/nepremicnine/druzinska-hisa-z-vrtom-v-bresternici-oglas-9525261,9525261,,490321054-162,D (60 - 105 kWh/m²a)
684,385.000 €,,,,"205,10 m²",5,1965,Prodam,"Podravska, Maribor, Tabor",Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"205,10 m²","513,00 m²",2019,Delno opremljeno,2,"Balkon, Terasa","Vrt/dvorišče, Lopa za shranjevanje, Žar",Skupna cena,07.06.2022. ob 21:52,do prodaje,6098 -krat,https://www.bolha.com/nepremicnine/betnavski-gozd-tavcarjeva-ulica-prodamo-obnovljeno-hiso-oglas-7920920,7920920,,5308,D (60 - 105 kWh/m²a)
685,325.000 €,,,,"239,69 m²",5,2006,Prodam,"Podravska, Maribor, Limbuš",Enonadstropna,"Zidana hiša (beton, opeka)",Dvojček,"239,69 m²","395,00 m²",2010,Popolnoma opremljeno,2,"Balkon, Terasa, Atrij","Vrt/dvorišče, Lopa za shranjevanje, Vrtna uta, Žar",Skupna cena,07.06.2022. ob 21:48,do prodaje,2977 -krat,https://www.bolha.com/nepremicnine/odlicna-hisa-v-limbusu-z-vrhunsko-lokacijo-oglas-9067408,9067408,Možna menjava za drugo nepremičnino,5387,B2 (25 - 35 kWh/m²a)
686,195.000 €,,,,"150,00 m²",,1892,Prodam,"Gorenjska, Bohinj, Bohinjska Bistrica",,,Vrstna,"188,70 m²","76,60 m²",1950,,brez pripadajočega parkirišča,,,Skupna cena,07.06.2022. ob 15:10,do prodaje,658 -krat,https://www.bolha.com/nepremicnine/bohinj-bohinjska-bistrica-hisa-vrstna-prodaja-oglas-9523763,9523763,Menjava za drugo nepremičnino ni možna,109208-56,EI ni potrebna (334. člen EZ-1)
687,240.000 €,,,,"187,30 m²",,,Prodam,"Gorenjska, Radovljica, Radovljica",,,Samostojna,"187,30 m²","169,00 m²",,,brez pripadajočega parkirišča,,,Skupna cena,07.06.2022. ob 15:10,do prodaje,490 -krat,https://www.bolha.com/nepremicnine/radovljica-hisa-samostojna-prodaja-oglas-9523762,9523762,Menjava za drugo nepremičnino ni možna,109208-18,EI ni potrebna (334. člen EZ-1)
688,68.000 €,,,,"79,50 m²",3,1767,Prodam,"Gorenjska, Žirovnica, Zabreznica",,,Samostojna,"79,50 m²","161,00 m²",,,2,,,Skupna cena,07.06.2022. ob 15:10,do prodaje,1891 -krat,https://www.bolha.com/nepremicnine/zirovnica-zabreznica-hisa-samostojna-prodaja-oglas-9523761,9523761,Menjava za drugo nepremičnino ni možna,109208-13,Ni možno izdati
689,189.000 €,,,,"100,00 m²",,1987,Prodam,"Gorenjska, Jesenice, Jesenice",,,Samostojna,"203,50 m²","3.003,00 m²",,Neopremljeno,brez pripadajočega parkirišča,,,Skupna cena,07.06.2022. ob 15:10,do prodaje,1069 -krat,https://www.bolha.com/nepremicnine/jesenice-hisa-samostojna-prodaja-oglas-9523760,9523760,Menjava za drugo nepremičnino ni možna,109208-41,E (105 - 150 kWh/m²a)
690,355.000 €,,,,,,1900,Prodam,"Podravska, Maribor, Radvanje",Pritlična,"Zidana hiša (beton, opeka)",Dvostanovanjska,"241,00 m²","683,00 m²",2020,,,,Vrt/dvorišče,Skupna cena,07.06.2022. ob 13:27,do prodaje,1325 -krat,https://www.bolha.com/nepremicnine/hiska-top-lokaciji-oglas-9523331,9523331,,GALEA 2021/3964,E (105 - 150 kWh/m²a)
691,865.000 €,,,,"440,00 m²",6,2005,Prodam,"Savinjska, Braslovče, Parižlje",Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,,"3.036,00 m²",,,,,,Skupna cena,07.06.2022. ob 11:00,do prodaje,874 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-parizlje-440.00-m2-oglas-9522750,9522750,,202136,B2 (25 - 35 kWh/m²a)
692,290.000 €,,,,,6,1939,Prodam,"Savinjska, Celje, Center",Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"250,00 m²","426,00 m²",,,,"Balkon, Zaprt balkon, Terasa",Vrt/dvorišče,Skupna cena,07.06.2022. ob 10:48,do prodaje,982 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-center-oglas-9522697,9522697,,202216,F (150 - 210 kWh/m²a)
693,239.000 €,,,,"181,90 m²",6,2008,Prodam,"Podravska, Hoče, Rogoza",Enonadstropna,,Samostojna,,"546,00 m²",,Delno opremljeno,,Balkon,Lopa za shranjevanje,Skupna cena,07.06.2022. ob 08:45,do prodaje,2556 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-miklavz-dravskem-polju-181.00-m2-oglas-9410773,9410773,,1471,D (60 - 105 kWh/m²a)
694,295.000 €,,,,"266,00 m²",5,2012,Prodam,"Pomurska, Razkrižje, Gibina",Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"266,00 m²","1.616,00 m²",,Popolnoma opremljeno,,"Balkon, Zaprt balkon, Atrij",Vrt/dvorišče,Skupna cena,07.06.2022. ob 08:14,do prodaje,868 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-gibina-266.00-m2-oglas-9522133,9522133,,P40-2022,D (60 - 105 kWh/m²a)
695,158.500 €,,,,"225,60 m²",,,Prodam,"Pomurska, Puconci, Vaneča",Pritlična,"Zidana hiša (beton, opeka)",Samostojna,,"3.100,00 m²",,,,,,Skupna cena,06.06.2022. ob 14:08,do prodaje,4354 -krat,https://www.bolha.com/nepremicnine/hisa-pomurska-puconci-vaneca-samostojna-225.6-m2-prodam-oglas-8998636,8998636,,urm953,EI ni potrebna (334. člen EZ-1)
696,155.000 €,,,,"111,60 m²",10+,2007,Prodam,"Goriška, Bovec, Žaga",,,Ostalo,"111,60 m²","131,00 m²",,,,,,Skupna cena,06.06.2022. ob 09:11,do prodaje,514 -krat,https://www.bolha.com/nepremicnine/hisa-zaga-165.000.00-oglas-9518263,9518263,,4746-H-2022,D (60 - 105 kWh/m²a)
697,89.000 €,,,,,,1961,Prodam,"Podravska, Duplek, Ciglence",Pritlična,"Zidana hiša (beton, opeka)",Samostojna,"71,90 m²","376,00 m²",2019,,,,,Skupna cena,06.06.2022. ob 08:27,do prodaje,3231 -krat,https://www.bolha.com/nepremicnine/hisa-prelepim-razgledom-oglas-9518131,9518131,,GALEA 2022/4042,E (105 - 150 kWh/m²a)
698,129.900 €,,,,"231,50 m²",1,,Prodam,"Podravska, Cirkulane, Cirkulane",Pritlična,,Samostojna,,"1.162,00 m²",1985,,,"Balkon, Terasa",,Skupna cena,04.06.2022. ob 12:16,do prodaje,6768 -krat,https://www.bolha.com/nepremicnine/vaska-gostilna-v-obratovanju-odlicni-lokaciji-hisa-poslovno-oglas-2213431,2213431,,1211,EI v izdelavi
699,540.000 €,,,,"137,00 m²",5,2010,Prodam,"Osrednjeslovenska, Dol pri Ljubljani, Dol pri Ljubljani",,,Samostojna,,"1.244,00 m²",2016,,,,,Skupna cena,03.06.2022. ob 14:40,do prodaje,495 -krat,https://www.bolha.com/nepremicnine/dol-pri-ljubljani-137.00-m2-oglas-9508640,9508640,,B234,B2 (25 - 35 kWh/m²a)
700,402.500 €,,,,"182,23 m²",,2021,Prodam,"Goriška, Nova Gorica, Solkan",Enonadstropna,,Vrstna,,"263,00 m²",,,3,"Balkon, Atrij",,Skupna cena,03.06.2022. ob 10:39,do prodaje,573 -krat,https://www.bolha.com/nepremicnine/hisa-vrstna-solkan-182.23-m2-oglas-9507789,9507789,,19,
701,299.000 €,,,,"182,23 m²",,2021,Prodam,"Goriška, Nova Gorica, Solkan",Dvonadstropna,,Vrstna,,"269,00 m²",,,3,"Balkon, Atrij",,Skupna cena,03.06.2022. ob 10:06,do prodaje,411 -krat,https://www.bolha.com/nepremicnine/hisa-vrstna-solkan-182.23-m2-oglas-9507678,9507678,,46,
702,120.000 €,,,,"192,70 m²",,1947,Prodam,"Savinjska, Rogaška Slatina, Rogaška Slatina",,,Samostojna,"335,30 m²","418,00 m²",,,,,,Skupna cena,03.06.2022. ob 09:40,do prodaje,1137 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-rogaska-slatina-192.00-m2-oglas-9507615,9507615,,H300522B,
703,280.000 €,,,,"135,00 m²",,2022,Prodam,"Podravska, Ptuj, Ptuj",,"Zidana hiša (beton, opeka)",,"135,00 m²","480,00 m²",,,,,,Skupna cena,02.06.2022. ob 00:16,do prodaje,847 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-vrstna-podravska-ptuj-ptuj-oglas-9502349,9502349,,PH01293AB,
704,580.000 €,,,,,3,2020,Prodam,"Obalno-kraška, Koper, Koper",,,Samostojna,,,,,,,,Skupna cena,02.06.2022. ob 00:10,do prodaje,715 -krat,https://www.bolha.com/nepremicnine/prodamo-novejso-moderno-hiso-v-svetem-antonu-oglas-9502065,9502065,,490111023-99,A1 (0 - 10 kWh/m²a)
705,240.000 €,,,,"177,00 m²",,1900,Prodam,"Obalno-kraška, Izola, Izola",,,,,"1.232,00 m²",,,,,,Skupna cena,01.06.2022. ob 09:01,do prodaje,2870 -krat,https://www.bolha.com/nepremicnine/vrstna-hisa-izola-177-m2-prodaja-oglas-9499074,9499074,,,
706,147.000 €,,,,"176,00 m²",,1938,Prodam,"Savinjska, Celje, Celje",,"Zidana hiša (beton, opeka)",Samostojna,"176,00 m²","576,00 m²",,,,,,Skupna cena,01.06.2022. ob 04:09,do prodaje,1455 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-samostojna-savinjska-celje-celje-oglas-9498052,9498052,,PH01449AP,
707,517.000 €,,,,"177,00 m²",5,1990,Prodam,"Obalno-kraška, Koper, Ankaran",,"Zidana hiša (beton, opeka)",,"177,00 m²",,,,brez pripadajočega parkirišča,,,Skupna cena,01.06.2022. ob 04:09,do prodaje,585 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-vrstna-juzna-primorska-koper-capodistria-ankaran-oglas-9498049,9498049,,PH22901266859168GK,
708,319.000 €,,,,"80,00 m²",3,1900,Prodam,"Obalno-kraška, Piran, Piran",,"Zidana hiša (beton, opeka)",,"80,00 m²",,2017,Popolnoma opremljeno,,,,Skupna cena,01.06.2022. ob 04:09,do prodaje,633 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-vrstna-juzna-primorska-piran-pirano-piran-oglas-9498047,9498047,,PH22901266859163PB,
709,98.200 €,,,,,5,1810,Prodam,"Savinjska, Nazarje, Nazarje",,,Samostojna,,,,,,,Vrt/dvorišče,Skupna cena,01.06.2022. ob 04:02,do prodaje,2912 -krat,https://www.bolha.com/nepremicnine/hisa-mirni-lokaciji-ob-gozdu-oglas-9497989,9497989,,490281027-106,
710,387.700 €,,,,,5,2008,Prodam,"Savinjska, Braslovče, Braslovče",,,Samostojna,,,,,,,Vrt/dvorišče,Skupna cena,31.05.2022. ob 00:12,do prodaje,1222 -krat,https://www.bolha.com/nepremicnine/nadstandardna-hisa-parizlje-polzela-oglas-9493774,9493774,,490281022-196,
711,786.500 €,,,,"474,00 m²",,1907,Prodam,"Osrednjeslovenska, Komenda, Komenda",Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"474,00 m²","3.146,00 m²",,Potrebno obnove,,,,Skupna cena,28.05.2022. ob 13:11,do prodaje,585 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-komenda-474.00-m2-oglas-9481605,9481605,,,
712,695.000 €,,,,"183,00 m²",3,2005,Prodam,"Obalno-kraška, Koper, Koper",,"Zidana hiša (beton, opeka)",,"183,00 m²",,2013,,brez pripadajočega parkirišča,,,Skupna cena,28.05.2022. ob 00:19,do prodaje,508 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-vrstna-juzna-primorska-koper-capodistria-koper-oglas-9479788,9479788,,PH22901266859166KR,
713,224.900 €,,,,"95,00 m²",5,2002,Prodam,"Pomurska, Moravske Toplice, Moravske Toplice",,"Zidana hiša (beton, opeka)",Samostojna,"224,00 m²","603,00 m²",,,,"Balkon, Terasa",Vrt/dvorišče,Skupna cena,27.05.2022. ob 18:09,do prodaje,2202 -krat,https://www.bolha.com/nepremicnine/hisa-pomurska-moravske-toplice-224-m2-prodamo-oglas-9479086,9479086,,jrn834,D (60 - 105 kWh/m²a)
714,215.000 €,,,,"95,20 m²",4,2006,Prodam,"Podravska, Maribor, Tezno",,,Dvojček,"104,00 m²","152,00 m²",2019,,2,,,Skupna cena,27.05.2022. ob 15:11,do prodaje,1022 -krat,https://www.bolha.com/nepremicnine/maribor-tezno-hisa-dvojcek-prodaja-oglas-9478528,9478528,Menjava za drugo nepremičnino ni možna,100151-89,D (60 - 105 kWh/m²a)
715,237.000 €,,,,"24,00 m²",,1990,Prodam,"Obalno-kraška, Izola, Izola",,"Zidana hiša (beton, opeka)",Samostojna,"24,00 m²","496,00 m²",,,,,,Skupna cena,27.05.2022. ob 00:20,do prodaje,1310 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-samostojna-juzna-primorska-izola-isola-izola-oglas-9475854,9475854,,PH22901266859164KR,
716,285.000 €,,,,"272,00 m²",5,1985,Prodam,"Zasavska, Trbovlje, Prapreče - Del",,"Zidana hiša (beton, opeka)",Samostojna,"272,00 m²","3.518,00 m²",2010,Popolnoma opremljeno,3,,,Skupna cena,27.05.2022. ob 00:16,do prodaje,709 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-samostojna-zasavje-trbovlje-praprece-del-oglas-9475788,9475788,,PH00088BH,
717,45.000 €,,,,"69,00 m²",,1852,Prodam,"Savinjska, Radeče, Zavrate",,"Zidana hiša (beton, opeka)",Samostojna,"69,00 m²","23.164,00 m²",,,,,,Skupna cena,27.05.2022. ob 00:16,do prodaje,1301 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-samostojna-posavje-radece-zavrate-oglas-9475787,9475787,,PH00087BH,
718,474.092 €,,,,,4,2021,Prodam,"Obalno-kraška, Sežana, Sežana",,Kamnita hiša,,,,,,,,Vrt/dvorišče,Skupna cena,27.05.2022. ob 00:13,do prodaje,860 -krat,https://www.bolha.com/nepremicnine/unikatna-kraska-arhitektura-oglas-9475782,9475782,,490391005-46,C (35 - 60 kWh/m²a)
719,494.000 €,,,,"195,20 m²",3,2022,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Rudnik",Dvonadstropna,,Dvojček,,"550,00 m²",,,,"Terasa, Atrij",Vrt/dvorišče,Skupna cena,26.05.2022. ob 16:07,do prodaje,486 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-rudnik-195.00-m2-oglas-9474567,9474567,,,
720,559.000 €,,,,"250,00 m²",,1954,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",,,Dvostanovanjska,"250,00 m²","318,00 m²",,Delno opremljeno,brez pripadajočega parkirišča,"Balkon, Terasa",Vrt/dvorišče,Skupna cena,26.05.2022. ob 15:12,do prodaje,419 -krat,https://www.bolha.com/nepremicnine/ljubljana-moste-hisa-dvostanovanjska-prodaja-oglas-9474427,9474427,Menjava za drugo nepremičnino ni možna,101157-512,C (35 - 60 kWh/m²a)
721,698.000 €,,,,"284,00 m²",4,1971,Prodam,"Osrednjeslovenska, Medvode, Verje",,,Samostojna,,"1.490,00 m²",2007,,,,,Skupna cena,25.05.2022. ob 16:17,do prodaje,609 -krat,https://www.bolha.com/nepremicnine/medvode-verje-284.00-m2-oglas-9470424,9470424,,S114,
722,79.900 €,,,,"120,00 m²",5,1965,Prodam,"Podravska, Ptuj, Ptuj",,,Samostojna,"1.100,00 m²","1.100,00 m²",,,,Terasa,Vrt/dvorišče,Skupna cena,25.05.2022. ob 15:58,do prodaje,4306 -krat,https://www.bolha.com/nepremicnine/prodamo-hiso-3-km-centra-ptuja-oglas-8982209,8982209,,,EI v izdelavi
723,0 €,,,,"121,00 m²",10+,,Prodam,"Goriška, Nova Gorica, Ozeljan",,,Ostalo,"121,00 m²","217,00 m²",,,,,,Skupna cena,25.05.2022. ob 15:11,do prodaje,1192 -krat,https://www.bolha.com/nepremicnine/hisa-ozeljan-0.00-oglas-9470219,9470219,,4749-N-2022,Ni možno izdati
724,780.000 €,,,,"89,80 m²",4,2009,Prodam,"Obalno-kraška, Piran, Portorož",,,Vrstna,"150,00 m²","170,00 m²",2016,Popolnoma opremljeno,2,"Atrij, Terasa",,Skupna cena,25.05.2022. ob 15:11,do prodaje,539 -krat,https://www.bolha.com/nepremicnine/piran-portoroz-hisa-vrstna-prodaja-oglas-9470218,9470218,Menjava za drugo nepremičnino ni možna,106166-270,A2 (10 - 15 kWh/m²a)
725,310.000 €,,,,"136,60 m²",6,2003,Prodam,"Osrednjeslovenska, Kamnik, Soteska",Visokopritlična,"Zidana hiša (beton, opeka)",Samostojna,"136,60 m²","1.458,00 m²",,Delno opremljeno,,Balkon,,Skupna cena,25.05.2022. ob 14:29,do prodaje,562 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-soteska-136.60-m2-oglas-9470092,9470092,,,EI v izdelavi
726,275.000 €,,,,"150,00 m²",,1970,Prodam,"Savinjska, Celje, Celje",,"Zidana hiša (beton, opeka)",Samostojna,"150,00 m²","710,00 m²",2010,,,,,Skupna cena,25.05.2022. ob 00:19,do prodaje,2005 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-samostojna-savinjska-celje-celje-oglas-9468034,9468034,,PH01375AP,
727,219.500 €,,,,"90,00 m²",,1900,Prodam,"Obalno-kraška, Koper, Sv. Anton",,"Zidana hiša (beton, opeka)",Dvojček,"90,00 m²","62,00 m²",2007,,,,,Skupna cena,25.05.2022. ob 00:19,do prodaje,1120 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-dvojcek-juzna-primorska-koper-capodistria-sv-anton-oglas-9468031,9468031,,PH22901266859157MP,
728,1.150.000 €,,,,"350,00 m²",,1974,Prodam,"Obalno-kraška, Izola, Jagodje",,"Zidana hiša (beton, opeka)",Samostojna,"350,00 m²","581,00 m²",2015,,,,,Skupna cena,25.05.2022. ob 00:19,do prodaje,606 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-samostojna-juzna-primorska-izola-isola-jagodje-oglas-9468028,9468028,,PH22901266859154MP,
729,294.000 €,,,,"339,00 m²",,1990,Prodam,"Savinjska, Šmarje pri Jelšah, Šmarje pri Jelšah",,,Samostojna,,"1.503,00 m²",,,,,,Skupna cena,24.05.2022. ob 15:37,do prodaje,6416 -krat,https://www.bolha.com/nepremicnine/hisa-samostojna-smarje-pri-jelsah-sv-rok-339-m2-oglas-9466461,9466461,,,E (105 - 150 kWh/m²a)
730,159.800 €,,,,"110,40 m²",6,1990,Prodam,"Podravska, Makole, Dežno pri Makolah",,,Samostojna,"273,70 m²","3.429,00 m²",2020,Popolnoma opremljeno,2,"Balkon, Zaprt balkon, Terasa",Vrt/dvorišče,Skupna cena,24.05.2022. ob 15:11,do prodaje,6411 -krat,https://www.bolha.com/nepremicnine/makole-dezno-pri-makolah-hisa-samostojna-prodaja-oglas-9466365,9466365,Menjava za drugo nepremičnino ni možna,100181-189,
731,285.000 €,,,,"53,50 m²",,1994,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Tomačevo",Enonadstropna,,Vrstna,"64,50 m²","88,00 m²",1994,Delno opremljeno,,,Vrt/dvorišče,Skupna cena,24.05.2022. ob 10:28,do prodaje,565 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-tomacevo-53.50-m2-oglas-9465215,9465215,Menjava za drugo nepremičnino ni možna,H-95/2022,C (35 - 60 kWh/m²a)
732,179.000 €,,,,,7,1938,Prodam,"Podravska, Maribor, Pobrežje",,,Samostojna,,,,,,,Vrt/dvorišče,Skupna cena,24.05.2022. ob 00:13,do prodaje,7496 -krat,https://www.bolha.com/nepremicnine/pobrezju-prodamo-hiso-z-lepo-zelenico-oglas-9463822,9463822,,490321044-245,
733,65.000 €,,,,,4,1988,Prodam,"Podravska, Cirkulane, Cirkulane",Dvonadstropna,,Samostojna,,,,,,,,Skupna cena,24.05.2022. ob 00:11,do prodaje,3270 -krat,https://www.bolha.com/nepremicnine/nedokoncna-hiska-z-veliko-potenciala-oglas-9463817,9463817,,490151040-86,
734,220.000 €,,,,"146,00 m²",5,2010,Prodam,"Podravska, Ormož, Sodinci",,"Zidana hiša (beton, opeka)",Kmetija,"146,00 m²","28.035,00 m²",,Popolnoma opremljeno,2,,,Skupna cena,22.05.2022. ob 00:15,do prodaje,1603 -krat,https://www.bolha.com/nepremicnine/enkratna-kmetija-naprodaj-v-sodincih-oglas-9455167,9455167,,TPSodinci62NSV,
735,62.000 €,,,,"116,00 m²",,1820,Prodam,"Goriška, Tolmin, Most na Soči",,"Zidana hiša (beton, opeka)",Samostojna,"116,00 m²","19.052,00 m²",1966,,,,,Skupna cena,21.05.2022. ob 00:16,do prodaje,2633 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-samostojna-severna-primorska-tolmin-most-soci-oglas-9451752,9451752,,KODA: P1146KL,
736,359.900 €,,,,"121,00 m²",,2022,Prodam,"Osrednjeslovenska, Vrhnika, Velika Ligojna",Dvonadstropna,,Dvojček,,"340,00 m²",,,,Terasa,Vrt/dvorišče,Skupna cena,20.05.2022. ob 15:13,do prodaje,472 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-dvojcek-velika-ligojna-121-m2-oglas-9450343,9450343,,35,
737,65.000 €,,,,,,1963,Prodam,"Podravska, Makole, Stari Grad",,,Samostojna,"84,00 m²","4.000,00 m²",2019,,,,,Skupna cena,20.05.2022. ob 13:13,do prodaje,2084 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-makole-stari-grad-oglas-9449929,9449929,,P-022-22,
738,695.000 €,,,,,3,1965,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Štepanjsko naselje",,,Stanovanjsko-poslovna,"250,00 m²","359,00 m²",2018,,,,,Skupna cena,20.05.2022. ob 10:35,do prodaje,455 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-stepanjsko-naselje-oglas-9449421,9449421,,HP72395,
739,323.000 €,,,,"235,00 m²",10+,1939,Prodam,"Podravska, Maribor, Tabor",Enonadstropna,"Zidana hiša (beton, opeka)",Ostalo,"235,00 m²","716,00 m²",2010,Popolnoma opremljeno,5,"Balkon, Zaprt balkon, Terasa, Atrij","Vrt/dvorišče, Lopa za shranjevanje, Vrtna uta, Žar",Skupna cena,20.05.2022. ob 10:00,do prodaje,1756 -krat,https://www.bolha.com/nepremicnine/4-stanovanjska-hisa-taboru-z-dodatnim-stanovanjem-prodamo-oglas-8237363,8237363,Menjava za drugo nepremičnino ni možna,,D (60 - 105 kWh/m²a)
